Compound_ID,Murcko_Scaffold,QSAR_Rank,SMILES,MW,LogP,HBD,HBA,TPSA,Rotatable_Bonds,Lipinski_Violations,XGBoost_pActivity,RandomForest_pActivity,Consensus_pActivity,Model_difference,Max_Morgan_Tanimoto,SA_Score,Max_Murcko_Scaffold_Similarity,HTVS_Priority_Score
BCRL01722,C(#Cc1ccccc1CN1CCNCC1)c1cnc2nc(-c3ccco3)ncc2n1,80122,CN1CCN(Cc2ccc(O)cc2C#Cc2cnc3nc(-c4ccco4)nc(N)c3n2)CC1,441.4950000000002,2.1148,2,9,117.43,3,0,5.7910943,6.077867230190593,5.934480766660848,0.2867729270594896,0.333,2.998,0.341,0.6154058465061616
BCRL01723,C(#Cc1ccccc1CN1CCNCC1)c1cnc2nc(N3CCCCC3)cnc2n1,44670,Cc1ccc(CN2CCN(C)CC2)c(C#Cc2cnc3nc(N4CCC(N(C)C)CC4)cnc3n2)c1,484.6520000000003,2.405820000000001,0,8,64.52000000000001,4,0,6.2323184,6.204242068824907,6.218280235080789,0.0280763325117625,0.365,3.082,0.318,0.6238606215532929
BCRL01724,C(#Cc1ccccc1CN1CCNCC1)c1cncnc1,37089,CC(=O)NCCN(C)c1ncncc1C#Cc1cc(C)ccc1CN1CCN(C)CC1,420.5610000000003,1.5045200000000003,1,6,64.60000000000001,6,0,6.214747,6.430490287702211,6.322618619879548,0.2157433356453264,0.382,2.819,0.475,0.5999160705169717
BCRL01725,C(#Cc1ccccc1CN1CCOCC1)c1cccc(=NCC2CCC2)[nH]1,257425,Cc1ccc(CN2CCOCC2)c(C#Cc2ccc(C)c(=NCC3CCC3)[nH]2)c1,389.5430000000002,3.5643400000000023,1,3,40.62,4,0,4.860788,5.753729350476583,5.307258609488169,0.8929414819768269,0.28,3.148,0.273,0.6076645480475977
BCRL01726,C(#Cc1ccccc1CNC1CCNCC1)c1cccnc1,33576,Cc1ncc(C#Cc2ccc(Cl)cc2CN(CC(N)=O)C2CCN(C)CC2)cc1OC(F)(F)F,494.9450000000002,3.723320000000003,1,5,71.69000000000001,6,0,6.475097,6.289205175220524,6.382151177316683,0.1858920041923175,0.337,2.981,0.352,0.6346433608732256
BCRL01727,C(#Cc1ccccc1CNCc1ccccc1)c1ccncn1,117470,CSc1cc(C#Cc2ccccc2CN(CCO)Cc2ccccc2Br)nc(F)n1,486.4100000000001,4.494400000000002,1,5,49.25,7,0,5.8389745,5.673250808104926,5.756112641982761,0.1657236677556692,0.264,2.976,0.333,0.6260352625818173
BCRL01728,C(#Cc1ccccc1CNc1ccccc1)c1ccnc(N2CCNCC2)n1,173899,CCN1CCN(c2nccc(C#Cc3cccc(C)c3C(C)N(C)c3ccc(F)cc3)n2)CC1,457.5970000000002,4.663220000000004,0,5,35.5,5,0,5.2732353,5.832742322876157,5.55298882196054,0.5595070018312347,0.25,3.302,0.361,0.6057974101347867
BCRL01729,C(#Cc1ccccc1COC1CNCCOC1)c1ccc2[nH]ccc2c1,126680,CCCOc1ccc(C#Cc2ccc3[nH]ccc3c2)c(COC2CNCCOC2)c1,404.5100000000003,3.861500000000002,2,4,55.510000000000005,6,0,5.508691,5.928960211640867,5.718825522843138,0.4202693775954564,0.255,3.318,0.371,0.6103018082675934
BCRL01730,C(#Cc1ccccc1COc1ccccc1)c1cccc(Cn2ccnc2)c1,84138,COc1cc(N)cc(OCc2ccccc2C#Cc2cccc(Cn3ccnc3)c2)c1,409.4890000000001,4.501000000000003,1,4,62.3,6,0,6.0040197,5.8192000535633,5.911609895403476,0.1848196836803524,0.295,2.511,0.419,0.6203562571427443
BCRL01731,C(#Cc1ccccc1COc1ccccc1)c1cnccn1,34511,COc1cc(OC)cc(OCc2ccc(Br)cc2C#Cc2cnccn2)c1,425.2820000000001,4.235100000000004,0,5,53.47,5,0,6.8015537,5.928202993189647,6.364878359692968,0.8733507330066423,0.284,2.55,0.386,0.6510190348131344
BCRL01732,C(#Cc1ccccc1CSc1ccncc1)c1ccccc1,68845,Cc1ccc(C(=O)O)cc1C#Cc1ccccc1CSc1ccncc1C(N)=O,402.47500000000014,3.879220000000002,2,4,93.28,5,0,5.782728,6.2272312460137424,6.004979720602086,0.4445030508233127,0.311,2.57,0.38,0.6272723683033494
BCRL01733,C(#Cc1ccccc1Cc1ccc(-c2cccnc2)nc1)c1cnccn1,153648,C(#Cc1ccccc1Cc1ccc(-c2cccnc2)nc1)c1cnccn1,348.40900000000005,3.924200000000004,0,4,51.56,3,0,5.5601735,5.679618129398013,5.619895820451569,0.1194446178928858,0.31,2.543,0.333,0.6186623109870305
BCRL01734,C(#Cc1ccccc1Cc1ccccc1)c1cccnc1,253765,CC(Oc1ccccc1Cc1ccccc1C#Cc1cccnc1)C(=O)O,357.409,3.924100000000003,1,3,59.42,5,0,5.124543,5.50998353994238,5.31726336497241,0.3854403499399383,0.299,2.765,0.381,0.5913814943960579
BCRL01735,C(#Cc1ccccc1Cc1ccccc1Cn1cccn1)c1ccccc1,29671,COc1cc(C#Cc2cc(C(N)=O)ccc2C)c(Cc2cccc(OC)c2Cn2cc(C)cn2)cc1OC,509.6060000000003,4.663540000000005,1,5,88.6,8,1,6.387152,6.540879410119526,6.464015802548166,0.1537272151427196,0.307,2.863,0.317,0.6561187469522884
BCRL01736,C(#Cc1ccccc1Cc1nc(-c2ccc3c(c2)OCO3)cs1)c1ccccc1,87706,O=C(O)CNC(=O)c1ccc(C#Cc2ccccc2Cc2nc(-c3ccc4c(c3)OCO4)cs2)cc1,496.54400000000027,4.343800000000003,2,6,97.75,6,0,5.9880347,5.796924755490963,5.892479740340086,0.1911099696982461,0.36,2.6,0.323,0.6201406034762219
BCRL01737,C(#Cc1ccccc1Cn1ccnc1)C=Cc1ccccc1,181071,COc1ccc(C#CC=Cc2cccc(Cl)c2)c(Cn2ccnc2)c1,348.8330000000001,4.658300000000003,0,2,27.05,4,0,5.518856,5.541162551123478,5.530009299853731,0.0223065025394939,0.272,2.643,0.296,0.6286424782731224
BCRL01738,C(#Cc1ccccc1Cn1cnc2cncnc21)c1ccccc1,46864,Nc1cccc(C#Cc2cccc(Cl)c2Cn2cnc3c(N)ncnc32)c1,374.8350000000001,3.0922,2,5,95.64,2,0,6.2343893,6.151130271746294,6.19275978843052,0.0832590333684519,0.409,2.712,0.379,0.608655749251771
BCRL01739,C(#Cc1ccccc1Cn1ncc2cncnc21)c1ccccn1,30660,COC(=O)c1ccc(C#Cc2ccccn2)c(Cn2ncc3c(OCC(F)(F)F)ncnc32)c1,467.40700000000015,3.397100000000002,0,7,92.02,5,0,6.6228933,6.2615179748173055,6.442205654126182,0.361375358617753,0.36,2.909,0.362,0.6316463146582189
BCRL01740,C(#Cc1ccccc1N1CCNCC1)c1ccc2ncncc2c1,80343,CC(C)C(=O)N1CCN(c2cc(C(F)(F)F)ccc2C#Cc2ccc3ncnc(N)c3c2)CC1,467.4950000000003,3.935200000000002,1,5,75.35000000000001,2,0,5.828535,6.037867771045375,5.933201425500715,0.2093326910893207,0.354,2.733,0.365,0.6119179397001778
BCRL01741,C(#Cc1ccccc1N1CCNCC1)c1ccccc1,142976,CCNC(=O)c1ccc(N2CCN(C)CC2)c(C#Cc2cccc(C#N)c2)c1,372.472,2.4595800000000008,1,4,59.370000000000005,3,0,5.479247,5.836272988044002,5.657760040622343,0.3570258948433187,0.422,2.428,0.348,0.5923991420812182
BCRL01742,C(#Cc1ccccc1N1CCNCC1)c1ccnc(Nc2ccccc2)n1,39032,Cc1cc(C#Cc2cccc(C)c2N2CCN(C)CC2)nc(Nc2ccc(OC(F)(F)F)cc2)n1,481.5220000000001,4.887240000000004,1,6,53.52,4,0,6.419055,6.1679411499008845,6.293498067473635,0.2511138351455022,0.392,2.831,0.483,0.5940841765097871
BCRL01743,C(#Cc1ccccc1N1CCNCC1)c1ccnnc1,112965,Cc1cc(C#Cc2cc(C(F)(F)F)cc(C)c2N2CCN(C)CC2)cnn1,374.41000000000014,3.263840000000002,0,4,32.260000000000005,1,0,5.5909843,5.958121514065688,5.774552929274055,0.3671371695832661,0.326,2.955,0.346,0.6093669945865923
BCRL01744,C(#Cc1ccccc1N1CCNCC1)c1cn2ccnc2c(Nc2ccccc2)n1,173896,CN1CCN(c2ccccc2C#Cc2cn3ccnc3c(Nc3ccccc3Cl)n2)CC1,442.9540000000001,4.2779000000000025,1,5,48.7,3,0,5.30022,5.805773729241649,5.552996870953222,0.5055537165768538,0.276,2.743,0.37,0.6114728059138306
BCRL01745,C(#Cc1ccccc1N1CCNCC1)c1cnc2ccc(NC3CCNCC3)cc2n1,66972,Cc1ccc(N2CCN(C)CC2)c(C#Cc2cnc3ccc(NC4CCN(C)CC4)cc3n2)c1,454.6220000000002,3.595920000000003,1,6,47.53,3,0,5.964972,6.070602170228698,6.017787094712127,0.1056301510331412,0.325,2.769,0.322,0.6310271229172151
BCRL01746,C(#Cc1ccccc1N1CCNCC1)c1cnc2ccccc2n1,200785,CN1CCN(c2cccc(Cl)c2C#Cc2cnc3ccccc3n2)CC1,362.8640000000001,3.434800000000002,0,4,32.260000000000005,1,0,5.379383,5.560502631176143,5.469942859167173,0.1811195440179398,0.299,2.487,0.339,0.614238936209321
BCRL01747,C(#Cc1ccccc1N1CCNCC1)c1cnc2cscc2c1,53225,Cc1scc2cc(C#Cc3cc(C(C)(C)C#N)ccc3N3CCN(C)CC3)c(NC(=O)NCC(C)N)nc12,529.7140000000003,4.026200000000001,3,7,110.31,5,1,6.184035,6.072839032254506,6.128436928312922,0.111195792116832,0.277,3.835,0.315,0.6232179137174882
BCRL01748,C(#Cc1ccccc1N1CCNCC1)c1cnccn1,57099,CCc1ccc(N2CCN(C)CC2)c(C#Cc2cnccn2)c1,306.41299999999995,2.1906,0,4,32.260000000000005,2,0,6.256851,5.928987633728451,6.0929194150087564,0.3278635625606112,0.3,2.533,0.391,0.6330714731369169
BCRL01749,C(#Cc1ccccc1N1CCc2cc(N3CCNCC3)ccc21)c1cnc[nH]1,91384,Cc1ncc(C#Cc2cc([N+](=O)[O-])ccc2N2CC(C)(C)c3cc(N4CCNCC4)ccc32)n1C,470.5770000000003,3.8754200000000014,1,6,79.47,3,0,5.966693,5.780206655392485,5.873449789945998,0.1864862691070268,0.281,3.261,0.361,0.6148298769986986
BCRL01750,C(#Cc1ccccc1N=c1[nH][nH]c2ncccc12)c1cccnc1,163611,CCc1c(C#N)cnc2[nH][nH]c(=Nc3ccccc3C#Cc3cccnc3)c12,364.41200000000015,3.3522800000000013,2,4,93.51,2,0,5.2785864,5.894903892260047,5.586745139947162,0.6163175046257701,0.237,3.426,0.293,0.621207250537397
BCRL01751,C(#Cc1ccccc1NC1CCCC1)c1cnc(Nc2ccccc2)nc1,49170,NC(=O)C1CCCC1Nc1ccccc1C#Cc1cnc(Nc2cccc(C(F)(F)F)c2)nc1,465.4790000000001,4.7047000000000025,3,5,92.93,5,0,6.1206946,6.215512530031408,6.168103583664996,0.0948178927328236,0.38,3.454,0.426,0.5867433728053508
BCRL01752,C(#Cc1ccccc1NC1CCCC1)c1cscn1,270231,Oc1ccc(NC2CCCC2)c(C#Cc2cscn2)c1Cl,318.82899999999995,4.256400000000003,2,4,45.15,2,0,5.205966,5.337051863737538,5.271508929763057,0.1310858679489639,0.246,3.073,0.283,0.6142816915535441
BCRL01753,C(#Cc1ccccc1NCc1ccc2ccccc2n1)c1ccccc1,143710,Cc1cc(CNc2cccc(S(C)(=O)=O)c2C#Cc2cccc(C#N)c2)nc2ccccc12,451.55100000000016,4.830300000000004,1,5,82.85000000000001,4,0,5.6902876,5.619979557966053,5.655133573996454,0.0703080320608027,0.3,2.695,0.3,0.6256949954301088
BCRL01754,C(#Cc1ccccc1NCc1ccccc1)c1ccccn1,205755,Cc1cccc(C#Cc2ccccc2N(C)Cc2cccc(F)c2)n1,330.406,4.565320000000003,0,2,16.130000000000003,3,0,5.318494,5.592045624256825,5.455269733667719,0.2735517811782113,0.271,2.377,0.4,0.611067440264585
BCRL01755,C(#Cc1ccccc1NN1CCCCC1)c1cccnc1,132503,FC(F)(F)c1ccc(C#Cc2cccnc2)c(NN2CCCCC2)c1,345.3680000000002,4.313000000000004,1,3,28.160000000000004,2,0,5.3476744,6.045156617313733,5.696415493562872,0.6974822475017213,0.349,2.667,0.319,0.6123748790809502
BCRL01756,C(#Cc1ccccc1Nc1ccccc1)c1ccc[nH]1,115356,Cn1cccc1C#Cc1ccc(O)cc1Nc1ccc(OC(F)(F)F)cc1,372.34600000000006,4.772700000000001,2,3,46.42,3,0,5.56688,5.962225517670406,5.76455287190283,0.3953452915351523,0.368,2.743,0.344,0.604075279250229
BCRL01757,C(#Cc1ccccc1Nc1ccccc1)c1ccccc1,282079,Cc1c(Nc2ccc(C(F)(F)F)cc2C#Cc2ccccc2O)cccc1C(N)=O,410.3950000000001,4.961720000000004,3,3,75.35,3,0,4.98822,5.489415245178638,5.238817730011194,0.5011950303348884,0.319,2.508,0.423,0.5805492243475695
BCRL01758,C(#Cc1ccccc1Nc1ccccc1)c1cnc(N2CCNCC2)nc1,101650,COc1ccc(Nc2ccccc2C#Cc2cnc(N3CCN(CCO)CC3)nc2)cc1,429.5240000000003,2.742900000000001,2,7,73.75,6,0,5.5849676,6.063344517969517,5.824156065594866,0.478376904749302,0.323,2.456,0.406,0.6130310428795399
BCRL01759,C(#Cc1ccccc1Nc1ccccc1)c1cnc2ncnn2c1,29247,Fc1ccc(Nc2cccc(Br)c2)c(C#Cc2cnc3ncnn3c2)c1,408.2340000000001,4.169300000000002,1,4,55.11,2,0,6.8870797,6.060257493681356,6.473668604705058,0.8268222220474035,0.326,2.785,0.37,0.643193387315161
BCRL01760,C(#Cc1ccccc1Nc1ccccc1)c1cncnc1,31036,Nc1ncc(C#Cc2cc(SC(F)(F)F)ccc2Nc2ccc(S(N)(=O)=O)cc2N)c(N)n1,495.5120000000002,2.6259,5,9,176.03000000000003,4,0,6.617757,6.248698905904792,6.433227874735843,0.3690579376621024,0.28,3.085,0.436,0.632004866009592
BCRL01761,C(#Cc1ccccc1Nc1ccccc1CN1CCNCC1)c1cncnc1,33948,Cc1ncc(C#Cc2cc(F)ccc2Nc2cc(C(F)(F)F)ccc2CN2CCN(C)CC2)cn1,483.51300000000026,4.833720000000004,1,5,44.290000000000006,4,0,6.214873,6.535039867074708,6.374956352070679,0.3201670300080579,0.43,2.808,0.448,0.5961645823113052
BCRL01762,C(#Cc1ccccc1Nc1ccccn1)c1cncnc1,55499,Cc1ccnc(Nc2ccc(C(F)(F)F)cc2C#Cc2cncnc2)c1C#N,379.3450000000001,4.213900000000003,1,5,74.49000000000001,2,0,5.870787,6.344207004822274,6.107497074264774,0.4734198611149987,0.314,2.891,0.381,0.6233382748869838
BCRL01763,C(#Cc1ccccc1Nc1ccnc(C2CCNCC2)n1)c1cncnc1,31039,Cc1ccc(Nc2ccnc(C3CCNCC3C)n2)c(C#Cc2cnc(N)nc2)c1,399.5020000000001,3.0136199999999995,3,7,101.64,3,0,6.575768,6.290625750063314,6.4331968719951576,0.2851422438636879,0.266,3.793,0.397,0.6256033415660316
BCRL01764,C(#Cc1ccccc1Nc1ccncc1)c1cnc2ccnn2c1,32032,Cc1cccc(Nc2c(Cl)cncc2Cl)c1C#Cc1cnc2ccnn2c1,394.2650000000001,4.882920000000003,1,4,55.11,2,0,6.792103,6.031956532831685,6.412029673276194,0.7601462808890185,0.284,3.006,0.36,0.6471375239135335
BCRL01765,C(#Cc1ccccc1Nc1ccncn1)c1cccnc1,57599,Nc1ccc(Nc2ccncn2)c(C#Cc2cccnc2N)c1,302.34100000000007,2.1794,3,6,102.74,2,0,6.1613927,6.015759064227243,6.088575876489232,0.1456336245239775,0.277,2.722,0.442,0.6236828959118221
BCRL01766,C(#Cc1ccccc1Nc1ccncn1)c1cnccn1,171747,Cc1cncc(C#Cc2ccccc2Nc2ccnc(C)n2)n1,301.35300000000007,3.026840000000001,1,5,63.59,2,0,5.2647324,5.85505736394405,5.559894862391947,0.5903250031042067,0.235,2.73,0.442,0.6079869887859493
BCRL01767,C(#Cc1ccccc1Nc1ccns1)c1ccc(CN2CCOCC2)cn1,133469,Cc1cc(Nc2ccccc2C#Cc2ccc(CN3CCOCC3)c(C)n2)sn1,404.5390000000002,4.1305400000000025,1,6,50.28,4,0,5.507472,5.878016382493163,5.692744210381103,0.3705443442241201,0.316,2.891,0.326,0.6134443574921637
BCRL01768,C(#Cc1ccccc1Nc1cn[nH]c1)c1cnc2[nH]ncc2c1,42440,Cn1cc(Nc2ccccc2C#Cc2cnc3c(cnn3C)c2)cn1,328.379,2.845200000000001,1,4,60.56,2,0,6.20989,6.281739928354238,6.245814908558833,0.0718500395908101,0.376,2.734,0.403,0.6141645359088115
BCRL01769,C(#Cc1ccccc1Nc1nccc(-c2cccnn2)n1)c1ccncc1,119456,COc1cccc(Nc2nccc(-c3cccnn3)n2)c1C#Cc1ccncc1,380.4110000000001,3.480600000000001,1,7,85.71,4,0,5.6420527,5.853845280093585,5.747948965272623,0.2117926296419252,0.382,2.744,0.396,0.589333844380854
BCRL01770,C(#Cc1ccccc1Nc1nccc(N2CCNCC2)n1)c1cncnc1,43920,CC(=O)N1CCN(c2nc(Nc3cc(C(F)(F)F)ccc3C#Cc3cnc(C)nc3)ncc2C)CC1,495.5090000000004,3.714140000000002,1,7,87.14,3,0,6.121678,6.334326426541455,6.228002151030127,0.2126485510226565,0.358,2.948,0.483,0.5964386603278384
BCRL01771,C(#Cc1ccccc1Nc1ncnc(N2CCNCC2)n1)c1cncnc1,118647,CNc1ncc(C#Cc2c(C)cccc2Nc2nc(C)nc(N3CCN(CC#N)CC3)n2)cn1,454.5420000000003,2.10912,2,10,118.78,5,0,5.5926285,5.9101213106644925,5.7513748948342,0.3174928316605863,0.39,3.068,0.333,0.592002301625067
BCRL01772,C(#Cc1ccccc1OC1CCOCC1)Cc1ccccn1,224644,COC(C#Cc1c(OC2CCOCC2)ccc(C#N)c1C)c1cccc(F)n1,380.419,3.697800000000002,0,5,64.37,4,0,5.166802,5.632937998912055,5.399869964192966,0.4661360694381784,0.253,3.703,0.295,0.6006933642647697
BCRL01773,C(#Cc1ccccc1OCC1CCC1)c1cncnc1,25205,CNc1nc(NC(C)=O)ncc1C#Cc1c(OCC2CCC2)cccc1C(F)(F)F,418.4190000000001,4.074200000000003,2,5,76.14,5,0,6.749196,6.41462675173908,6.581911402145175,0.3345693008121895,0.292,2.894,0.452,0.6378908211349238
BCRL01774,C(#Cc1ccccc1OCC1CCCCC1)c1cnc(N2CCCCC2)nc1,202157,C(#Cc1ccccc1OCC1CCCCC1)c1cnc(N2CCCCC2)nc1,375.5160000000002,4.825800000000004,0,4,38.25,4,0,5.1800156,5.751653249125205,5.465834406545024,0.5716376851603613,0.316,2.45,0.417,0.5951119184520183
BCRL01775,C(#Cc1ccccc1OCC1CCNCC1)c1cscn1,36165,COC(=O)C(C)N1CCC(COc2ccc(C)cc2C#Cc2csc(C)n2)CC1,412.5550000000002,3.812040000000003,0,6,51.66,5,0,6.529491,6.145134389808846,6.337312668766117,0.3843565579145425,0.319,3.151,0.328,0.6374885952908386
BCRL01776,C(#Cc1ccccc1OCCC1CCCO1)c1ccccc1,267033,O=C(O)c1cccc(C#Cc2ccccc2OCCC2(C(=O)O)CCCO2)c1,380.3960000000002,3.1873000000000014,2,4,93.06,6,0,4.8697233,5.691467874382402,5.280595597194863,0.8217445543750781,0.284,3.163,0.316,0.5963784943634469
BCRL01777,C(#Cc1ccccc1OCCCCN1CCCCCC1)c1ccn[nH]1,164107,C(#Cc1ccccc1OCCCCN1CCCCCC1)c1ccn[nH]1,337.467,3.844500000000002,1,3,41.15,6,0,5.3842726,5.786023622926875,5.585148099152646,0.4017510475484567,0.286,2.59,0.373,0.6137787220427785
BCRL01778,C(#Cc1ccccc1OCCON1C=NC=NC1)COc1ccccc1,194618,CC1(C)N=C(N)N=C(N)N1OCCOc1ccccc1C#CCOc1ccc(C(N)=O)cc1,450.49900000000025,1.2075000000000022,3,9,150.78,8,0,5.3952136,5.581037776412162,5.488125690192776,0.1858241724387737,0.313,2.985,0.291,0.6087830087672965
BCRL01779,C(#Cc1ccccc1OCc1c[nH]cn1)c1ccccc1,48397,Cn1cnc(COc2ccc(C=O)cc2C#Cc2cccc(Cl)c2)c1N,365.8200000000001,3.447000000000002,1,4,70.14,4,0,6.4040265,5.947862286564848,6.175944397448074,0.4561642217664508,0.32,2.809,0.326,0.6382539154321164
BCRL01780,C(#Cc1ccccc1OCc1ccccc1)c1ccccc1,60416,Cc1ccccc1C#Cc1ccccc1OCc1ccc(Br)cc1CNCCO,450.37600000000015,4.818220000000005,2,3,41.49,7,0,6.1800528,5.951791846693976,6.06592230197858,0.2282609105692072,0.333,2.415,0.484,0.6078439913013957
BCRL01781,C(#Cc1ccccc1Oc1ccc2c[nH]nc2c1)c1ccccc1,56341,COc1cc(C#Cc2ccccc2Oc2ccc3c[nH]nc3c2)ccc1C(=O)O,384.3910000000001,4.461800000000004,2,4,84.44000000000001,4,0,6.405595,5.794395985034266,6.099995405389448,0.6111988407103626,0.329,2.64,0.339,0.6338944084397841
BCRL01782,C(#Cc1ccccc1Oc1ccccc1)c1ccncn1,94580,CC(=O)Nc1nc(C)cc(C#Cc2ccccc2Oc2cccc(Cl)c2)n1,377.8310000000001,4.5889200000000026,1,4,64.11,3,0,5.918641,5.796886981481375,5.857764035937221,0.1217541089116913,0.333,2.495,0.349,0.6226085888428194
BCRL01783,C(#Cc1ccccc1Sc1ccccc1)c1ccccc1,175420,Cc1ccc(Sc2ccccc2C(=O)O)c(C#Cc2ccc(N)cc2)c1,359.4500000000001,4.826420000000004,2,3,63.31999999999999,3,0,5.5819206,5.514251754024101,5.548086188901699,0.0676688697551961,0.253,2.353,0.321,0.6365313415314674
BCRL01784,C(#Cc1ccccn1)C1=C(c2cc3ccccc3[nH]2)C=C1,315906,Nc1c(C2=C(C#Cc3ccccn3)C=C2)[nH]c2ccccc12,283.33400000000006,3.5202000000000018,2,2,54.7,1,0,4.9259996,5.367639022006441,5.146819331712448,0.4416393805879837,0.268,3.03,0.42,0.5763255479640194
BCRL01785,C(#Cc1ccccn1)C1=CN=Cc2[nH]c1cc2-c1ccccc1,48760,CC1=C(C#Cc2ccccn2)c2cc(-c3ccc(C)cc3)c([nH]2)C=N1,323.39899999999994,4.600320000000004,1,2,41.04,1,0,6.540789,5.803701489417616,6.172245308383735,0.7370876379322375,0.274,3.796,0.283,0.6334970265932841
BCRL01786,C(#Cc1ccccn1)C1=NNc2cc1nc(CN1CCNCC1)n2,150373,CCN1CCN(Cc2nc3c(NC(C)=O)c(n2)N(C)N=C3C#Cc2ccccn2)CC1,418.5050000000002,1.1730999999999996,1,8,89.85,4,0,5.6039567,5.658554053389556,5.631255376380446,0.0545973540182176,0.304,3.853,0.347,0.5851708745689334
BCRL01787,C(#Cc1ccccn1)C=NNc1ccccc1,259840,Cc1ccccc1NN=C(C#Cc1ccccn1)CC#N,274.327,3.1233000000000013,1,4,61.07,3,0,5.1749854,5.4258444062309685,5.300414907506964,0.2508589974480095,0.28,2.932,0.34,0.5993280346560503
BCRL01788,C(#Cc1ccccn1)CCCc1ccccc1,141748,COc1nc(C#CC(CCc2ccc(O)c(F)c2)CC(=O)O)ccc1C(N)=O,386.3790000000002,2.109,3,5,122.74,7,0,5.8769493,5.447639010617971,5.662294160460353,0.4293102996847633,0.293,3.39,0.355,0.5994220904282621
BCRL01789,C(#Cc1ccccn1)CN1CCCC(=Cc2ccccc2)C1,352569,Cc1cccc(C#CCN2CCC(N)C(=Cc3ccc(F)cc3[N+](=O)[O-])C2)n1,380.4230000000001,2.905420000000001,1,5,85.28999999999999,3,0,4.8277535,5.261597902976747,5.044675723415253,0.433844359122987,0.25,3.53,0.295,0.5883030189077617
BCRL01790,C(#Cc1ccccn1)CN1CCCCC1,134525,O=C(O)CC(O)CCC1CCN(C(F)(F)C#Cc2ccccn2)CC1,352.3810000000001,2.3537,2,4,73.66,6,0,5.7482657,5.629280401097169,5.688773072176392,0.1189853421584459,0.256,3.5,0.368,0.6046240916566203
BCRL01791,C(#Cc1ccccn1)COC1CCCNCC1,116499,Cc1cc(C)c(C#CCN(CCCl)CCCl)c(C#CCOC2CCCN(C(C)C)CC2)n1,478.5080000000004,4.460540000000004,0,4,28.6,8,0,5.7888794,5.731221645546111,5.76005052003868,0.0576577489851386,0.189,3.821,0.312,0.6280538929742184
BCRL01792,C(#Cc1ccccn1)COc1ccc2[nH]cnc2c1,85058,CC(=O)Nc1cccc(C#CCOc2ccc3c(c2)nc(CC(C)(C)CC(=O)O)n3CC(C)(C)C)n1,490.6040000000003,4.909700000000004,2,5,106.34,8,0,5.9016824,5.9116828144645845,5.906682595663078,0.0100004376030122,0.264,3.058,0.404,0.6171889756478216
BCRL01793,C(#Cc1ccccn1)COc1cccc2ccccc12,82475,COc1ccc(N)c(C#CCOc2cccc3cc(OC(F)(F)F)ccc23)n1,388.345,4.154700000000003,1,5,66.60000000000001,4,0,5.944063,5.898343624861733,5.92120340575362,0.0457195617837751,0.387,2.7,0.358,0.6053029820532734
BCRL01794,C(#Cc1ccccn1)Cc1cccc(C#Cc2cscn2)c1,90318,Cc1nc(C#Cc2cccc(C(C)C#Cc3ccccn3)c2)cs1,328.44,4.401520000000002,0,3,25.78,1,0,5.8210754,5.936622297201168,5.878848868327147,0.1155468577480434,0.301,3.376,0.362,0.6070203564398344
BCRL01795,C(#Cc1ccccn1)N=c1nccc[nH]1,227823,Cc1cccc(C#CN=c2nccc[nH]2)n1,210.24000000000004,1.02302,1,3,53.93,0,0,5.226073,5.555032245867758,5.390552517053141,0.3289594576292325,0.267,3.586,0.256,0.6074602137277948
BCRL01796,C(#Cc1ccccn1)Nc1cccc2[nH]ncc12,225884,Cc1cccc(C#CNc2cccc3[nH]ncc23)n1,248.28900000000004,2.6874200000000004,2,3,53.6,1,0,5.111999,5.680595646071909,5.396297340476751,0.5685966111903173,0.284,2.956,0.396,0.5912426938853803
BCRL01797,C(#Cc1ccccn1)c1cc(OCC2CCCCC2)c2cnncc2c1,133730,CC(C)Oc1nnc(F)c2cc(C#Cc3ccccn3)cc(OCC3(O)CCC(O)CC3)c12,451.49800000000033,3.395700000000001,2,7,97.59000000000002,5,0,5.809271,5.574127788457922,5.691699323611285,0.2351430703067265,0.248,3.358,0.393,0.6053179791019797
BCRL01798,C(#Cc1ccccn1)c1ccc(-c2cc(N3CCNCC3)ncn2)nc1,86136,Cc1cc(C#Cc2ccccn2)cnc1-c1cc(N2CCN(CCO)CC2)ncn1,400.4860000000003,1.7561199999999997,1,7,78.27000000000001,4,0,5.9891763,5.812744288204114,5.900960280775031,0.176431985141833,0.341,2.772,0.413,0.6030076022630999
BCRL01799,C(#Cc1ccccn1)c1ccc(-c2ccccc2)cc1,129517,Cc1ccc(C#Cc2ccc(-c3ccc(N)cc3)cc2)nc1,284.362,4.0390200000000025,1,2,38.91,1,0,5.7343874,5.681057842476338,5.707722620121226,0.0533295552897756,0.241,2.128,0.419,0.6334058646450872
BCRL01800,C(#Cc1ccccn1)c1ccc(-c2cccn3ncnc23)cc1,131912,Cc1cccc(C#Cc2ccc(-c3cccn4ncnc34)cc2)n1,310.36000000000007,3.4995200000000013,0,3,43.08,1,0,5.7769,5.620151965488222,5.698525890046968,0.1567478491174911,0.25,2.523,0.292,0.6462286499173079
